WRIST_rx,WRIST_ry,WRIST_rz,WRIST_x,WRIST_y,WRIST_z,ant1_003f0102030405000000ffff_phase,ant1_003f0102030405000000ffff_rssi,ant1_00400102030405000000ffff_phase,ant1_00400102030405000000ffff_rssi,ant1_00410102030405000000ffff_phase,ant1_00410102030405000000ffff_rssi,ant1_00420102030405000000ffff_phase,ant1_00420102030405000000ffff_rssi,ant1_00430102030405000000ffff_phase,ant1_00430102030405000000ffff_rssi,ant1_00440102030405000000ffff_phase,ant1_00440102030405000000ffff_rssi,ant1_00450102030405000000ffff_phase,ant1_00450102030405000000ffff_rssi,ant1_00460102030405000000ffff_phase,ant1_00460102030405000000ffff_rssi,ant4_003f0102030405000000ffff_phase,ant4_003f0102030405000000ffff_rssi,ant4_00400102030405000000ffff_phase,ant4_00400102030405000000ffff_rssi,ant4_00410102030405000000ffff_phase,ant4_00410102030405000000ffff_rssi,ant4_00420102030405000000ffff_phase,ant4_00420102030405000000ffff_rssi,ant4_00430102030405000000ffff_phase,ant4_00430102030405000000ffff_rssi,ant4_00440102030405000000ffff_phase,ant4_00440102030405000000ffff_rssi,ant4_00450102030405000000ffff_phase,ant4_00450102030405000000ffff_rssi,ant4_00460102030405000000ffff_phase,ant4_00460102030405000000ffff_rssi,interaction_id,timestamp
-0.37965908788479796,-2.8626931457350486,0.7890652344201843,0.18645736593197826,0.06485280798870097,0.9361572905673979,,,,,67,66,3893,68,3516,71,61,66,359,70,3847,64,,,3637,66,,,,,2671,64,,,3887,64,397,63,-1,1776476025.0952976
-0.3517627834049497,-2.892767809453017,0.7027746435856913,0.18835411141012856,0.06416128555926977,0.942719860992487,,,,,1556,64,881,65,1443,69,447,64,531,68,3611,67,,,3738,65,,,3097,70,611,64,3205,65,3620,60,662,63,-1,1776476025.9659493
-0.3906784966853223,-2.8842224417383338,0.7129070546964118,0.18361503783304672,0.025419860153050644,0.9667090481615955,590,62,,,3623,65,3402,63,1413,70,723,67,213,67,3881,69,,,3920,64,1022,63,3926,66,2596,66,3452,66,3118,65,3247,61,-1,1776476026.9419909
-0.4512661109267623,-2.944887778396709,0.7529858427104275,0.1740417448660844,-0.039246256660510376,0.9878550210401558,2883,62,667,61,3516,63,992,68,1542,69,2884,64,112,71,4036,71,,,12,65,,,,,2507,64,3422,64,3669,65,1110,64,-1,1776476027.9759421
0.5714021842659023,3.066193020451697,-0.6867684886071466,0.1371268460142993,-0.10122143570186419,1.0045547032101585,,,2637,61,3445,62,841,70,3628,69,606,63,198,71,4020,70,,,11,63,,,3733,65,358,64,1271,65,1553,68,3041,62,-1,1776476029.0104017
0.6423979816387041,2.986168490811156,-0.7393706879456616,0.11161202632307987,-0.12535494421874907,1.0049389525332273,491,62,517,62,3549,60,835,72,3592,69,671,64,165,72,3987,70,,,3995,65,,,3659,66,327,64,1238,65,1454,67,2994,62,-1,1776476030.0415525
-0.6727287009674324,-2.9787716666325625,0.7493186498835377,0.10249866332256592,-0.11704011439691114,1.0097064299554739,,,600,61,3635,62,2872,72,1544,69,601,65,194,72,3887,69,,,4078,66,909,60,3827,63,261,65,3296,66,3333,69,915,63,-1,1776476031.0741832
0.5834660459855574,3.016542465241484,-0.8329894747326876,0.09671720927360584,-0.09708663206490646,0.9980968064368987,,,687,62,3670,62,743,72,3572,69,604,66,244,72,3840,70,,,4028,65,825,64,3936,62,,,3369,68,3217,67,973,63,-1,1776476032.160993
-0.5134037282315798,-3.0144561067100124,0.6345707486177925,0.08927948300603292,-0.06626954581103313,1.0002346576544618,,,773,64,3593,64,1061,72,3602,68,749,68,246,72,3770,69,,,3910,64,605,64,72,63,,,3438,67,3288,63,2998,63,-1,1776476033.196584
-0.43721316835558566,-3.035302734727751,0.7322121179490609,0.07596803353927312,-0.02444894032691097,0.9752957596907431,,,744,66,1422,65,3259,74,3612,68,755,66,323,69,3677,67,,,3806,65,512,64,,,,,3390,66,,,869,64,-1,1776476034.2240913
-0.3734732237475215,-2.9852902751267716,0.8457549875064325,0.06907051641420536,-0.004518125301012816,0.9507089854142327,,,2752,66,3389,66,3085,72,1584,67,2806,63,398,66,3612,66,,,,,,,,,,,1311,67,,,2847,63,-1,1776476035.1514497
0.32823813940525537,3.003424686843087,-0.7671277823405069,0.06293429835251824,0.01288461889325622,0.9548620054249161,,,768,64,1296,62,2845,72,1603,67,665,63,47,63,1498,66,,,,,,,,,,,3292,67,,,,,-1,1776476035.9800653
-0.22764757155870224,-3.0541164773901537,0.7612343453258871,0.04831327364318844,0.040580601653796095,0.9454879118999333,,,4055,64,1255,63,673,72,1531,65,643,63,3862,66,1370,67,,,,,,,,,3424,60,1198,66,2747,64,2728,62,-1,1776476036.8073523
0.10272237821440783,3.0221550038925074,-0.5706832650465468,0.023302793526923007,0.05310115833867243,0.9644505974191077,,,2539,65,3335,63,642,73,3748,65,2691,65,3951,69,1231,66,,,400,69,,,3607,62,1451,65,1253,68,579,65,3172,62,-1,1776476037.6777756
-0.11341700549944692,-3.040493163636531,0.740290305014347,-0.018121215409831443,0.004322939347422301,0.9710455174590817,,,559,67,3356,65,617,73,36,67,2729,66,114,70,3446,65,,,33,66,,,3617,62,1451,66,1275,68,576,63,1230,64,-1,1776476038.7596478
0.09637696897447628,3.082751147606249,-0.843050600605205,-0.03866208702641999,-0.023482508124515047,0.9817623357409466,,,2765,65,3465,64,665,73,73,70,858,67,169,68,3604,62,,,37,66,,,3579,64,3269,67,1299,72,2974,63,3264,65,-1,1776476039.8490624
-0.0743443809015406,-2.9261412300988603,0.8821318531716222,-0.06367527608258697,-0.054047018140514165,0.988761370288707,78,61,669,63,3499,63,726,73,3969,61,1022,65,74,68,3807,61,,,25,67,,,1493,66,747,70,3474,70,,,1083,67,-1,1776476040.8832333
-0.07747914179002421,-2.933265590427093,0.8798902816107322,-0.09562860370526206,-0.08719028700663593,1.0006167611318646,512,63,360,63,3468,61,696,72,3747,73,2987,60,3851,68,195,59,,,63,66,,,3685,66,1058,61,1526,70,,,,,-1,1776476041.9156466
-0.07747914179002421,-2.933265590427093,0.8798902816107322,,,,,,463,64,1347,64,631,72,1675,72,826,63,3832,70,2545,62,,,120,66,,,1607,63,3479,63,3604,70,,,2857,67,-1,1776476042.9023354
0.20350691438369475,-2.8947201123624837,0.875932521598663,-0.1588144465277886,-0.12529484890211962,1.017065343806846,,,563,64,1320,64,629,73,3777,71,798,65,3884,70,3010,66,,,138,66,,,3637,66,3401,65,3605,71,,,914,68,-1,1776476043.8766563
-0.3030862072240728,3.1351114436784204,-0.9294218610769637,-0.1708520776273415,-0.11395070796938987,1.0082132437652225,,,498,64,3336,61,2687,73,1719,71,855,65,3852,70,3198,66,,,136,66,,,3522,64,1315,65,3605,70,,,976,67,-1,1776476044.8600945
0.34316842837133527,-2.8999789788279253,0.9029251786609649,-0.1847119133015314,-0.09369193141000265,1.0003514393038064,517,60,393,64,3473,63,678,73,3703,71,921,65,3779,69,3476,65,,,108,66,,,3516,65,1230,66,1536,70,,,1061,67,-1,1776476045.8348892
0.4437356606040962,-2.8512985022299424,0.7849993403004768,-0.2031955475551613,-0.07763543271425065,1.0088554344490255,610,61,290,64,3486,62,717,73,3651,72,1057,64,3715,68,,,,,64,66,,,3423,62,3170,64,3554,70,329,60,1137,67,-1,1776476046.814399
0.4849473410064046,-2.868428827625358,0.765246468404682,-0.2175662342735504,-0.05038812225936446,1.005479884162529,386,63,150,63,3653,62,2778,73,3574,72,3104,66,3756,67,3477,62,,,7,66,,,,,3174,64,3508,70,4060,62,1261,71,-1,1776476047.7947097
0.5163822659684714,-2.814222062070426,0.6805851677624571,-0.2074339995995914,-0.018341067647607602,0.9778523825110299,181,65,,,3597,64,726,74,3557,70,3009,68,3944,66,,,,,4053,66,,,,,1305,65,3481,70,3533,61,1127,68,-1,1776476048.777232
0.43135753191776766,-2.83800969946039,0.7115827462060602,-0.1794380492281656,-0.004619815415561695,0.9675515325353415,14,61,,,3405,67,678,74,3711,69,2849,69,3967,66,,,,,3953,65,,,3823,60,,,3431,70,3278,64,1013,66,-1,1776476049.650513
0.3348794953251631,-2.836000521160124,0.6876959979653972,-0.14000965344274188,0.009132978951695193,0.9594864469442538,,,750,63,3437,64,2661,74,248,64,637,69,4049,65,,,,,3968,65,,,1696,63,,,3350,70,1024,64,3016,64,-1,1776476050.5811515
-0.23705569676999375,3.2386089942345824,-0.7982520275495119,-0.10283182535208346,0.013442905127002807,0.9627325650221688,,,715,62,3523,65,554,73,,,595,67,200,66,3187,57,,,4095,65,,,3666,62,1430,67,1233,68,2885,63,1134,66,-1,1776476051.512507
0.06419636023388123,-2.905919854153809,0.7131150319725937,-0.04525208425737784,0.01954144181892441,0.9642849368593679,,,513,65,3442,63,556,73,272,67,658,66,223,70,3209,64,,,275,69,,,3649,62,1490,65,1262,68,532,63,1240,63,-1,1776476052.5456898
-0.10245404369713682,-2.912870161193731,0.6073446016717022,0.008336104844332613,0.022634356426743434,0.9820358652276796,,,488,64,1185,64,664,72,3889,65,680,66,41,69,1339,66,,,,,,,,,,,1302,66,,,2900,62,-1,1776476053.6229799
-0.24049802413873103,-2.994199411716366,0.5889958220912676,0.05697018995161821,0.020859347349984715,0.9801297962134286,,,747,64,1235,65,817,72,3562,67,725,64,,,3525,67,,,3613,63,312,62,,,,,3347,67,,,813,64,-1,1776476054.5090063
-0.35242079527712605,-3.0361591612095977,0.6428391277720554,0.09504742949619463,0.020946757008836518,0.9643893971797547,,,,,3382,65,1020,70,3475,67,2861,64,,,3590,68,,,3691,66,,,,,,,3337,65,,,,,-1,1776476055.4363492
-0.4292696248361331,-3.0152355851503505,0.6976838480505327,0.11823566648395951,0.01916953933794692,0.9602447372739236,505,61,,,3427,65,3678,68,1366,68,2928,65,2569,66,1596,68,,,1797,66,2702,63,,,2721,63,1279,65,,,1007,64,-1,1776476056.1560762
-0.6064608240551197,-3.094924884969554,0.5521136819870057,0.16013531300539596,0.009151890291909524,0.973430410737053,640,64,886,60,3578,65,3636,65,3422,70,968,67,263,68,3694,69,,,3850,63,2888,63,3691,67,2767,63,3430,65,787,64,3241,61,-1,1776476057.1374583
0.7824512723749485,2.88927078110861,-0.6621127904489125,0.19438806108872675,-0.027377120566600972,0.9942561374682835,2992,63,741,61,3608,64,872,71,3525,70,860,67,30,69,3821,68,,,3963,61,800,63,3744,67,,,3444,64,797,64,3264,64,-1,1776476058.2751067
0.9042111608330403,2.847932481601809,-0.7841683837077449,0.16912841342240212,-0.060199191769621546,1.0066156409387312,,,2903,62,3501,65,773,70,3625,69,2806,66,97,72,3828,69,,,,,2836,64,1499,67,,,3390,65,926,65,3129,63,-1,1776476059.3591383
-0.8037990227142301,-2.916787537964653,0.8090226189618366,0.11306988368152246,-0.07586682220613686,1.0138860135590317,,,810,63,3643,65,795,68,3600,68,676,68,180,73,3792,68,,,4026,65,2783,63,3881,65,,,3303,67,1165,71,3135,62,-1,1776476060.288063
-0.614580517971156,-2.929339290523163,0.7622289048565749,0.05383400493880936,-0.08017684344536984,1.015999864789858,,,2750,64,3649,63,886,73,1505,68,2947,68,126,66,3697,67,,,4088,65,538,64,3557,63,,,1292,68,,,3477,63,-1,1776476061.3720367
-0.46216686384512057,-2.9546501394045515,0.753480245456989,0.005186130111772819,-0.0829305930076986,1.0151893153966942,245,63,559,64,3553,65,2836,73,3673,67,3107,67,2523,62,3639,62,,,7,66,,,3505,64,913,64,1385,69,,,1364,66,-1,1776476062.346045
-0.18765632835315213,-2.976366413101189,0.6631687735020357,-0.06066803709826874,-0.09103248177294747,1.0483107146026365,381,62,522,62,3512,62,743,72,3226,68,1064,63,4022,68,3816,60,,,4085,66,,,1464,64,360,74,3495,70,,,1074,66,-1,1776476063.3404927
0.0210657277175828,-2.947724807804211,0.8272205093899154,-0.10880025004441164,-0.09394469542233055,1.0111222490788143,499,62,440,62,3550,61,676,73,3689,72,827,64,3763,67,358,61,,,4079,67,,,,,3681,66,1412,71,,,,,-1,1776476064.3172035
-0.1913569430755709,3.1582181871494184,-0.7976732990059254,-0.14391418648267357,-0.09498112445288173,1.0275056788088421,2602,62,425,62,1594,62,660,73,1504,69,798,65,1651,67,2913,62,,,12,66,,,3502,64,,,3484,70,,,3024,67,-1,1776476065.189376
-0.1913569430755709,3.1582181871494184,-0.7976732990059254,,,,328,63,,,3606,64,692,73,961,61,2896,67,3682,65,745,62,,,3977,66,,,3653,61,3086,67,3391,70,3425,63,2960,67,-1,1776476066.1149232
-0.12243302858904571,3.0309967267586124,-0.9229995374286614,-0.13320310364171023,0.005781107838732213,0.9584318776847947,,,675,60,3452,66,570,74,,,638,68,13,63,,,,,3780,65,,,3818,61,,,3335,70,1046,64,802,65,-1,1776476067.099176
-0.13549661698653248,3.1149046275883707,-0.8194549959539125,-0.12778661153468676,0.035298525719850815,0.9368231704108451,,,639,62,3573,65,485,73,4055,66,511,68,4092,65,,,,,3735,65,,,3804,62,,,3328,71,2988,64,828,65,-1,1776476067.9240654
0.14467720551239507,-2.947973954863842,0.7890832559178423,-0.12132928005366503,0.04890481160736731,0.9247202312817958,,,576,61,3714,65,419,73,88,67,2493,68,4077,65,,,,,3621,64,,,3742,61,,,1182,69,842,64,742,62,-1,1776476068.7951348
0.15014205979958678,-2.8870466585759225,0.6196625871468455,-0.09690804339192763,0.07315245634012302,0.9259170971295146,,,457,60,3843,66,420,72,2392,65,388,65,3965,63,773,59,,,3804,63,,,3670,62,3309,66,1188,69,733,65,842,64,-1,1776476069.7262273
,,,,,,,,695,64,3551,65,2596,73,,,605,67,222,65,3632,59,,,4052,67,,,1390,64,,,3388,70,,,1002,67,-1,1776476070.7535658
,,,,,,529,61,480,63,3635,62,675,72,3975,69,2918,62,3851,65,,,,,4082,64,,,1586,66,709,64,3560,70,,,1069,64,-1,1776476071.6359768
-0.06218174609674763,-2.9626004701743867,0.8062850852357206,-0.09584220422201485,-0.12649855331434354,1.004123970791484,717,63,476,64,3473,62,682,72,3639,73,959,61,3867,69,14,61,,,9,66,,,3702,66,2959,64,1554,70,,,968,63,-1,1776476072.6143038
-0.05260232761752868,-2.936634827990182,0.8697897698787006,-0.09240954292595517,-0.1412132098758263,0.9912299381744697,2869,61,446,64,3397,60,686,72,3714,72,3005,62,3794,70,3948,62,,,4091,65,,,3739,67,902,63,1567,70,,,1018,62,-1,1776476073.6457734
-0.0646678446642474,-2.91911487928715,0.7394994739072042,-0.08217912841600354,-0.15647270436660873,1.01986109124984,802,62,2514,65,3446,60,676,71,3708,71,2988,62,3737,70,3763,63,,,4056,66,,,3642,67,2995,65,3566,69,,,1105,61,-1,1776476074.6759114
-0.0646678446642474,-2.91911487928715,0.7394994739072042,,,,643,62,395,63,3487,62,718,72,3645,71,3103,62,3927,70,3693,64,,,14,65,,,3594,66,2709,65,3502,70,,,1268,65,-1,1776476075.7098532
-0.16211554457956465,-2.9402771537740384,0.9028249240213216,-0.0613616715063999,-0.09842014244887869,0.9773515730886014,446,63,597,61,3544,60,740,72,3789,70,3149,63,4056,71,3722,63,,,4034,66,,,1427,66,2729,66,3428,70,,,3348,66,-1,1776476076.7374442
-0.1333382922259279,-2.9698261921093634,0.8466728151480694,-0.06260778206592722,-0.08041598669527664,0.9919999092580214,306,62,605,61,3569,62,2785,73,3852,70,3125,66,65,69,3774,58,,,14,66,,,3494,63,2954,66,3359,70,,,3347,67,-1,1776476077.721796
-0.11223515912321132,-2.9621787440045484,0.8714974952242113,-0.05853495718653175,-0.05748033893778964,0.9797900026042313,,,844,62,3618,64,2738,73,3992,67,2951,66,268,67,3546,61,,,4032,66,,,3535,61,1258,67,3300,69,3103,61,1275,66,-1,1776476078.7019815
-0.06977575687474957,-2.91281497160888,0.9013568525193225,-0.050831902510040244,-0.028430903667949106,0.9647491437549633,,,2871,62,3599,64,600,73,167,68,760,66,360,68,3364,62,,,3,65,,,3598,63,3521,67,1212,69,2785,62,1226,66,-1,1776476079.7306318
0.007018042622036192,-2.9059291990953646,0.882415105779393,-0.046013311970562784,0.0019044452974083571,0.9627710897071866,,,2734,64,3539,65,492,72,225,67,2637,67,372,69,3143,64,,,75,68,,,1671,61,3566,68,1169,68,577,63,3147,64,-1,1776476080.7125351
5.5953736052830086e-05,3.1026419650486847,-0.9346967933741839,-0.03526783864750932,0.030768508767738588,0.9529969816735822,,,401,64,3472,64,486,72,2226,65,516,65,299,69,986,63,,,211,67,,,3581,62,3394,66,1143,69,541,62,2935,62,-1,1776476081.6849995
0.015004787580109145,-2.9287658118846456,0.7219213520824193,-0.018718464109223305,0.05462009324486859,0.950276422594917,,,,,3432,63,529,71,3972,64,2612,66,185,68,2988,66,,,,,,,,,1128,64,3132,67,2616,65,646,61,-1,1776476082.6688216
0.051972552403201686,-2.890291368508909,0.5922143103787646,-0.0004753373644713896,0.0757479428042556,0.9620181395359481,,,1296,68,1361,62,596,72,3477,63,616,65,64,69,971,67,,,,,,,,,1201,61,3199,66,2726,65,655,61,-1,1776476083.5445192
-0.005642968200548869,-2.8816573996340296,0.8074561967851526,0.02609528064253525,0.06783228498040401,0.9284458150043066,,,,,1327,61,648,71,1391,63,621,64,4002,67,3217,67,,,,,,,,,4075,63,3323,67,1440,67,746,62,-1,1776476084.4756968
-0.10466498192816671,-3.1471955877999735,-0.8095432555187585,0.03984964843964057,0.03394602057387483,0.9594378714734026,,,2653,64,3400,63,2791,72,3676,67,676,65,2503,73,3472,67,,,4011,63,475,63,3880,62,39,61,1317,67,,,2997,62,-1,1776476085.3043952
-0.2706277542325302,-2.862696644921232,0.8344567232487302,0.0486609302950636,-0.02150490895842886,0.974708381731615,,,752,65,3522,65,897,73,3641,68,704,68,416,66,3586,65,,,4024,67,658,64,3838,63,,,3357,67,3208,64,1139,59,-1,1776476086.339329
